Video ID,Video Title,Main Description
eOfOrQJWeP0,Inside Kevin Hart’s Stylish Hollywood Office | Open Door | Architectural Digest,"['today', 'architectural', 'digest', 'welcomed', 'comedy', 'tour', 'stylish', 'year', 'moved', 'production', 'company', 'new', 'hollywood', 'office', 'space', 'previously', 'occupied', 'oprah', 'winfrey', 'help', 'kai', 'studio', 'give', 'office', 'edgier', 'moving', 'away', 'coastal', 'palette', 'left', 'behind', 'open', 'space', 'encourages', 'thinking', 'glass', 'walls', 'luxe', 'seating', 'despite', 'made', 'sure', 'spirit', 'oprah', 'energy', 'speaks', 'get', 'mold', 'hand', 'slap', 'oprah', 'five', 'every', 'time', 'leave', 'question', 'going', 'get', 'see', 'offices', 'artwork', 'program', 'provided', 'art', 'partners', 'meg', 'sutton', 'director', 'aj', 'young', 'alex', 'mechanik', 'chase', 'lewis', 'field', 'jackie', 'line', 'buscemi', 'associate', 'production', 'peter', 'brunette', 'balash', 'talent', 'tracy', 'shaffer', 'camera', 'andersen', 'audio', 'cornett', 'production', 'fernando', 'barajas', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'supervising', 'christina', 'mankellow', 'additional', 'jason', 'malizia', 'lauren', 'worona', 'eid', 'special', 'kai', 'team', 'studio', 'design', 'edith', 'garcia', 'brian', 'ludlow', 'art', 'partners', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
ou3h0twV9TY,Inside Country Music Star Orville Peck’s Mid-Century LA Treehouse | Open Door | Architectural Digest,"['today', 'architectural', 'digest', 'welcomed', 'musician', 'tour', 'tree', 'tucked', 'away', 'trees', 'los', 'nearly', 'property', 'built', 'golden', 'age', 'imagine', 'home', 'better', 'suited', 'terracotta', 'tiles', 'pair', 'perfectly', 'original', 'aging', 'wood', 'features', 'giving', 'feel', 'hope', 'left', 'behind', 'previous', 'owners', 'red', 'hot', 'chili', 'peppers', 'guitarist', 'fill', 'space', 'alongside', 'collected', 'giving', 'home', 'personal', 'never', 'thought', 'able', 'says', 'saw', 'felt', 'absolutely', 'always', 'jokes', 'know', 'else', 'could', 'feels', 'like', 'made', 'check', 'fifth', 'annual', 'rodeo', 'fall', 'pappy', 'harriets', 'years', 'feature', 'drag', 'take', 'place', 'friday', 'november', 'sunday', 'november', 'information', 'overall', 'event', 'details', 'rodeo', 'found', 'see', 'home', 'shop', 'home', 'wayfair', 'upholstered', 'pottery', 'barn', 'sedona', 'handcrafted', 'stone', 'etsy', 'rustic', 'running', 'horse', 'marshall', 'ii', 'wireless', 'bluetooth', 'bode', 'horse', 'printed', 'sill', 'philodendron', 'green', 'elm', 'succulent', 'hanging', 'etsy', 'bucking', 'bronco', 'graphic', 'etsy', 'dolly', 'parton', 'votive', 'etsy', 'natural', 'dyed', 'african', 'ariat', 'boot', 'snake', 'bronze', 'table', 'etsy', 'french', 'hanging', 'light', 'glass', 'vintage', 'mid', 'century', 'fluted', 'porcelain', 'shade', 'pendant', 'rugs', 'artistic', 'weavers', 'tribal', 'moroccan', 'revival', 'rugs', 'chang', 'moroccan', 'elm', 'art', 'display', 'elm', 'lana', 'upholstered', 'christopher', 'knight', 'home', 'club', 'buy', 'something', 'retail', 'earn', 'affiliate', 'artwork', 'merlin', 'platt', 'flaming', 'dylan', 'roworth', 'tom', 'finland', 'lukic', 'special', 'anika', 'capozza', 'brad', 'tom', 'finland', 'skylar', 'economy', 'director', 'grant', 'bell', 'ron', 'douglas', 'senior', 'vara', 'reese', 'line', 'buscemi', 'associate', 'production', 'peter', 'brunette', 'production', 'kariesha', 'kidd', 'camera', 'lena', 'audio', 'kara', 'production', 'fernando', 'barajas', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'talent', 'dana', 'matthews', 'supervising', 'christina', 'mankellow', 'billy', 'ward', 'eid', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
5zvsAwsEwPg,Inside Jon Batiste & Suleika Jaouad’s Soul-Filled Brooklyn Home | Open Door | Architectural Digest,"['today', 'ad', 'welcomed', 'tour', 'beautiful', 'home', 'new', 'multiple', 'grammys', 'album', 'bestselling', 'two', 'powerhouse', 'couple', 'wanted', 'home', 'could', 'viewing', 'close', 'brooklyn', 'finally', 'felt', 'like', 'interior', 'designer', 'hallie', 'goodman', 'helped', 'couple', 'bringing', 'together', 'tunisian', 'new', 'orleanian', 'roots', 'truly', 'brought', 'home', 'together', 'wedding', 'upon', 'return', 'couple', 'tied', 'knot', 'lengthy', 'hospital', 'stay', 'spent', 'scouring', 'web', 'thrifted', 'home', 'finally', 'proper', 'entered', 'hospital', 'day', 'discharged', 'sunny', 'fully', 'need', 'walker', 'get', 'happy', 'made', 'way', 'tears', 'far', 'exceeded', 'finally', 'made', 'original', 'directed', 'matthew', 'portrait', 'two', 'inimitable', 'artists', 'crossroad', 'profound', 'meditation', 'process', 'released', 'netflix', 'globally', 'later', 'latest', 'album', 'music', 'available', 'see', 'brooklyn', 'home', 'shop', 'home', 'marshall', 'ii', 'bluetooth', 'chairish', 'victorian', 'mahogany', 'shaving', 'oval', 'wall', 'bathroom', 'etsy', 'ceramic', 'hand', 'brush', 'sill', 'bird', 'etsy', 'vintage', 'etsy', 'kilim', 'pillow', 'etsy', 'gold', 'leaf', 'louis', 'etsy', 'mushroom', 'table', 'etsy', 'stilnovo', 'desk', 'etsy', 'minimal', 'wall', 'elm', 'adjustable', 'task', 'rugs', 'revival', 'rugs', 'jute', 'etsy', 'wallpaper', 'etsy', 'african', 'kilim', 'target', 'ornamental', 'anthropologie', 'elowen', 'swivel', 'desk', 'modway', 'tufted', 'blue', 'velvet', 'thonet', 'cafe', 'set', 'wayfair', 'bari', 'tufted', 'swivel', 'buy', 'something', 'retail', 'earn', 'affiliate', 'alice', 'hiatt', 'jasia', 'kaulbach', 'director', 'eric', 'brouse', 'tristen', 'rogers', 'chase', 'lewis', 'senior', 'vara', 'reese', 'line', 'joseph', 'buscemi', 'associate', 'brandon', 'fuhr', 'production', 'melissa', 'heber', 'production', 'fernando', 'davila', 'camera', 'halovanic', 'audio', 'gabe', 'quiroga', 'production', 'coppola', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'supervising', 'christina', 'mankellow', 'additional', 'tael', 'symonds', 'eid', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
8MkcEzfyCFM,Inside NBA Star Carmelo Anthony’s Stylish New Home | Open Door | Architectural Digest,"['today', 'ad', 'welcomed', 'former', 'nba', 'tour', 'stylish', 'new', 'home', 'new', 'closing', 'basketball', 'career', 'new', 'york', 'native', 'felt', 'time', 'settle', 'spacious', 'pad', 'leaving', 'los', 'angeles', 'lakers', 'new', 'york', 'knicks', 'behind', 'teamed', 'interior', 'designer', 'cassandre', 'bonhomme', 'home', 'matched', 'eclectic', 'fixtures', 'paired', 'luxe', 'color', 'palette', 'fabrics', 'make', 'perfect', 'home', 'extensive', 'art', 'space', 'stretch', 'legs', 'short', 'drive', 'safe', 'say', 'melo', 'settled', 'nicely', 'next', 'chapter', 'love', 'love', 'start', 'getting', 'city', 'traveling', 'going', 'drive', 'far', 'see', 'stylish', 'home', 'shop', 'home', 'afrosurf', 'pillow', 'perfect', 'geo', 'ceramic', 'donut', 'large', 'bird', 'paradise', 'fuse', 'vertical', 'record', 'chairish', 'vintage', 'taper', 'candle', 'fangio', 'lighting', 'white', 'ceramic', 'table', 'gold', 'sputnik', 'carlin', 'table', 'etsy', 'snake', 'wall', 'performance', 'animal', 'print', 'ruggable', 'haring', 'wayfair', 'umbria', 'chris', 'loves', 'julia', 'x', 'loloi', 'francis', 'accent', 'etsy', 'travertine', 'dining', 'etsy', 'burl', 'wood', 'coffee', 'article', 'cigar', 'lounge', 'safavieh', 'home', 'nailhead', 'trim', 'wayfair', 'vegan', 'leather', 'tufted', 'spura', 'home', 'etsy', 'cart', 'coffee', 'buy', 'something', 'retail', 'earn', 'affiliate', 'interior', 'design', 'cassandre', 'bonhomme', 'hasta', 'la', 'classic', 'rae', 'rim', 'untitled', 'sketch', 'erniebarnes', 'portrait', 'kehinde', 'thalassa', 'caledonia', 'curry', 'swoon', 'artists', 'rights', 'society', 'new', 'york', 'chainsaw', 'artwork', 'nathaniel', 'mary', 'quinn', 'custom', 'painted', 'sneakers', 'domingo', 'zapata', 'leaders', 'old', 'school', 'brandon', 'deener', 'muhammad', 'ali', 'cryptic', 'mask', 'god', 'delphine', 'diallo', 'portrait', 'brionna', 'ebont', 'foundations', 'eddy', 'ochieng', 'painted', 'picture', 'mursi', 'tribe', 'arno', 'elias', 'charlie', 'mouse', 'mask', 'ron', 'english', 'general', 'barca', 'squirewell', 'le', 'reve', 'iii', 'zio', 'ziegler', 'renaissance', 'untitled', 'zwelethu', 'machepha', 'hold', 'boy', 'apple', 'forgive', 'watching', 'boy', 'pouting', 'nelson', 'makamo', 'ali', 'wallpaper', 'flavorpaper', 'hiatt', 'woods', 'director', 'ben', 'dewey', 'leticia', 'villarinho', 'chase', 'lewis', 'senior', 'alyssa', 'marino', 'line', 'joseph', 'buscemi', 'associate', 'brandon', 'leung', 'production', 'melissa', 'heber', 'production', 'fernando', 'davila', 'camera', 'marc', 'manasse', 'audio', 'van', 'production', 'rowmel', 'findley', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'supervising', 'christina', 'mankellow', 'lauren', 'worona', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
PKAM4M9OET8,Inside Adwoa Aboah’s Delightful London Townhouse | Open Door | Architectural Digest,"['today', 'architectural', 'digest', 'welcomed', 'british', 'tour', 'charming', 'london', 'star', 'first', 'viewed', 'home', 'five', 'years', 'ago', 'falling', 'apart', 'seams', 'despite', 'knew', 'architectural', 'designer', 'lewis', 'kane', 'designer', 'beata', 'helped', 'transform', 'delightful', 'space', 'bursting', 'profound', 'heartfelt', 'mementos', 'life', 'fill', 'garden', 'landscaped', 'aunt', 'artwork', 'hanging', 'familial', 'touches', 'make', 'house', 'feel', 'like', 'said', 'could', 'imagine', 'house', 'described', 'would', 'feel', 'peace', 'like', 'see', 'home', 'members', 'currently', 'part', 'union', 'actors', 'promoting', 'film', 'tv', 'interview', 'conducted', 'prior', 'shop', 'home', 'klimchi', 'hobnail', 'large', 'raawii', 'strøm', 'jo', 'malone', 'peony', 'blush', 'bath', 'edie', 'parker', 'glass', 'tabletop', 'chairish', 'leopard', 'silk', 'velvet', 'pillow', 'woman', 'body', 'wall', 'ellery', 'floor', 'lamp', 'jake', 'hay', 'rice', 'paper', 'lauderdale', 'ivory', 'floor', 'pampshade', 'croissant', 'bulb', 'edison', 'antique', 'led', 'light', 'heart', 'revival', 'damas', 'washable', 'anthropologie', 'velvet', 'stasia', 'allmodern', 'baye', 'eames', 'molded', 'coffee', 'table', 'antonin', 'kropacek', 'karel', 'kozelka', 'interier', 'buy', 'something', 'retail', 'earn', 'affiliate', 'artwork', 'gideon', 'appah', 'painting', 'courtesy', 'gideon', 'appah', 'new', 'york', 'meg', 'sutton', 'director', 'james', 'fox', 'leticia', 'villarinho', 'chase', 'preshita', 'saha', 'line', 'joseph', 'buscemi', 'associate', 'brandon', 'fuhr', 'production', 'melissa', 'heber', 'production', 'fernando', 'davila', 'camera', 'stephen', 'ley', 'audio', 'nick', 'ware', 'production', 'jack', 'haynes', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'supervising', 'christina', 'mankellow', 'andy', 'morell', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
Qc0iJpQcdis,Inside Ashley Benson’s Playful Los Angeles Home | Open Door | Architectural Digest,"['today', 'architectural', 'digest', 'welcomed', 'little', 'star', 'tour', 'playful', 'home', 'los', 'architect', 'arthur', 'home', 'old', 'hollywood', 'three', 'owners', 'years', 'practically', 'inspired', 'love', 'europe', 'nancy', 'enlisted', 'interior', 'designer', 'architect', 'farrace', 'help', 'bring', 'home', 'astronaut', 'wallpaper', 'ultimate', 'coastal', 'grandmother', 'playful', 'space', 'something', 'fun', 'hidden', 'around', 'wanted', 'make', 'turn', 'matter', 'unique', 'see', 'home', 'members', 'currently', 'part', 'union', 'actors', 'promoting', 'film', 'tv', 'video', 'conducted', 'prior', 'shop', 'home', 'metal', 'laundry', 'room', 'tiger', 'rug', 'pillow', 'charlie', 'acrylic', 'chess', 'saatchi', 'aretha', 'franklin', 'cuisinart', 'copper', 'cookware', 'aesop', 'resurrection', 'aromatique', 'hand', 'le', 'creuset', 'caribbean', 'blue', 'cast', 'iron', 'dutch', 'breville', 'barista', 'touch', 'espresso', 'etsy', 'peacock', 'blue', 'dinner', 'vintage', 'libbey', 'mary', 'gregory', 'blue', 'drinking', 'crate', 'barrel', 'black', 'metal', 'taper', 'candle', 'holder', 'jake', 'etsy', 'quartz', 'matouk', 'linen', 'tissue', 'box', 'oribe', 'bright', 'blonde', 'rose', 'noire', 'bath', 'worlds', 'wallpaper', 'ebern', 'designs', 'ponca', 'coffee', 'rove', 'concepts', 'diane', 'franco', 'albini', 'vittorio', 'bonacina', 'willa', 'arlo', 'interiors', 'maconay', 'counter', 'home', 'phoenician', 'nights', 'marble', 'coffee', 'capistrano', 'dining', 'beautypeak', 'round', 'lsxiao', 'metal', 'bar', 'stool', 'revival', 'rugs', 'sahira', 'vintage', 'persian', 'rugs', 'usa', 'jute', 'revival', 'rugs', 'rojda', 'shag', 'buy', 'something', 'retail', 'earn', 'affiliate', 'artwork', 'nadia', 'attura', 'numbered', 'photograph', 'marat', 'sade', 'glenda', 'max', 'usa', 'meg', 'sutton', 'director', 'grant', 'bell', 'sammy', 'cortino', 'senior', 'vara', 'reese', 'line', 'joseph', 'buscemi', 'associate', 'brandon', 'marisah', 'yazbek', 'production', 'peter', 'brunette', 'production', 'kariesha', 'kidd', 'camera', 'andersen', 'audio', 'production', 'spitaels', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'supervising', 'christina', 'mankellow', 'lauren', 'worona', 'eid', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
JKUWL85Betk,Inside Winnie Harlow’s Hollywood-Inspired LA Home | Open Door | Architectural Digest,"['today', 'architectural', 'digest', 'welcomed', 'tour', 'glamorous', 'hollywood', 'rented', 'apartments', 'whole', 'supermodel', 'bought', 'first', 'home', 'los', 'angeles', 'relocating', 'new', 'york', 'heat', 'first', 'home', 'excited', 'get', 'designing', 'authority', 'martyn', 'lawrence', 'neutral', 'base', 'house', 'layered', 'soft', 'textures', 'dramatic', 'accents', 'come', 'together', 'calming', 'sanctuary', 'kick', 'back', 'first', 'house', 'ever', 'lot', 'ever', 'always', 'something', 'fix', 'see', 'home', 'jewelry', 'tiffany', 'clothing', 'louis', 'vuitton', 'shop', 'home', 'anthropologie', 'modernist', 'wall', 'elm', 'faux', 'potted', 'fiddle', 'leaf', 'fig', 'pottery', 'barn', 'ruched', 'faux', 'throw', 'leighty', 'ceramic', 'table', 'cay', 'skin', 'sunny', 'delight', 'skincare', 'tom', 'ford', 'etsy', 'black', 'white', 'lumbar', 'pillow', 'mdesign', 'acrylic', 'pottery', 'barn', 'black', 'marble', 'mick', 'bianca', 'london', 'airport', 'palm', 'brass', 'finish', 'floor', 'moon', 'globe', 'pendant', 'cannes', 'table', 'lamp', 'aerin', 'visual', 'soho', 'home', 'jarrett', 'brooklinen', 'air', 'washable', 'safavieh', 'metro', 'collection', 'wool', 'arhaus', 'jagger', 'soho', 'home', 'mateo', 'boucle', 'soho', 'home', 'oxley', 'coffee', 'soho', 'home', 'buy', 'something', 'retail', 'earn', 'affiliate', 'greg', 'billy', 'kidd', 'harper', 'emre', 'yu', 'jacques', 'lindsay', 'adler', 'cliff', 'william', 'dan', 'dennis', 'richard', 'art', 'rachell', 'katz', 'vasilis', 'kekatos', 'pablo', 'nelfos', 'gui', 'paganini', 'ricardo', 'abrahao', 'gilles', 'bensimon', 'bastiaan', 'kelvin', 'guy', 'steven', 'mattia', 'peter', 'arabella', 'sylvie', 'meg', 'sutton', 'director', 'grant', 'bell', 'leticia', 'villarino', 'chase', 'lewis', 'line', 'buscemi', 'associate', 'landrie', 'amy', 'leung', 'production', 'peter', 'brunette', 'production', 'kariesha', 'kidd', 'talent', 'luke', 'leifeste', 'camera', 'andersen', 'audio', 'production', 'marquis', 'wooten', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'supervising', 'christina', 'mankellow', 'courtney', 'karwal', 'eid', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
v293iGJ2PVY,Inside John Legend & Chrissy Teigen's Serene Family Home | Open Door | Architectural Digest,"['today', 'ad', 'welcomed', 'tour', 'loving', 'family', 'home', 'beverly', 'superstar', 'couple', 'strangers', 'moving', 'house', 'chapters', 'time', 'around', 'wanting', 'magical', 'space', 'kids', 'grow', 'enlisted', 'jake', 'working', 'paired', 'signature', 'earthy', 'palette', 'desire', 'bright', 'pops', 'together', 'open', 'space', 'full', 'warmth', 'shortage', 'spots', 'family', 'time', 'latest', 'stage', 'house', 'ever', 'reflects', 'moment', 'like', 'chapters', 'attracted', 'place', 'lightness', 'love', 'open', 'connected', 'wanted', 'something', 'especially', 'see', 'home', 'shop', 'home', 'crate', 'barrel', 'rumford', 'accent', 'chair', 'jake', 'interior', 'icons', 'epic', 'round', 'pedestal', 'duhome', 'round', 'faux', 'fur', 'bar', 'stools', 'set', 'target', 'alena', 'poly', 'blend', 'accent', 'perigold', 'marble', 'top', 'coffee', 'lulu', 'georgia', 'wilcox', 'rug', 'jake', 'wayfair', 'martha', 'stewart', 'jute', 'crate', 'barrel', 'ellery', 'tripod', 'table', 'lamp', 'jake', 'pair', 'italian', 'murano', 'etsy', 'vertical', 'vine', 'etsy', 'brass', 'table', 'herman', 'wide', 'corduroy', 'fete', 'home', 'brass', 'urban', 'outfitters', 'selene', 'floor', 'chairish', 'box', 'french', 'confit', 'recipes', 'love', 'east', 'fork', 'luisa', 'vino', 'glassware', 'elm', 'kaloh', 'stoneware', 'condiment', 'bowl', 'anthropologie', 'antique', 'brass', 'etsy', 'bud', 'vase', 'buy', 'something', 'retail', 'earn', 'affiliate', 'artwork', 'daniella', 'busarello', 'nacho', 'carbonell', 'harnish', 'mitch', 'iburg', 'valéria', 'nascimento', 'pilkington', 'kour', 'pour', 'domingos', 'walton', 'special', 'jordan', 'daniels', 'carpenters', 'workshop', 'gallery', 'marina', 'sage', 'culture', 'art', 'gallery', 'drake', 'simchowitz', 'gallery', 'stephanie', 'guerrero', 'art', 'partners', 'meg', 'sutton', 'director', 'grant', 'bell', 'alex', 'mechanik', 'talent', 'chase', 'lewis', 'line', 'buscemi', 'associate', 'production', 'peter', 'brunette', 'production', 'kariesha', 'kidd', 'talent', 'dana', 'matthews', 'camera', 'andersen', 'audio', 'cornett', 'production', 'jordan', 'crucchiola', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'supervising', 'christina', 'mankellow', 'symonds', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
9p9sGtV4UoU,Inside Amanda Seyfried’s Peaceful New York Home | Open Door | Architectural Digest,"['today', 'architectural', 'digest', 'welcomed', 'tour', 'peaceful', 'home', 'new', 'york', 'star', 'spends', 'time', 'upstate', 'catskills', 'work', 'calls', 'away', 'needed', 'tranquil', 'city', 'base', 'fit', 'help', 'zames', 'colin', 'stief', 'general', 'assembly', 'aimed', 'bring', 'farmhouse', 'vibes', 'stunning', 'original', 'arched', 'windows', 'airy', 'space', 'enhanced', 'light', 'oak', 'love', 'antique', 'silhouettes', 'paired', 'modern', 'pieces', 'offers', 'eclectic', 'yet', 'zen', 'perfect', 'relaxing', 'busy', 'day', 'part', 'development', 'broadway', 'says', 'going', 'home', 'eight', 'know', 'comfortable', 'feel', 'currently', 'stars', 'room', 'apple', 'new', 'episodes', 'debuting', 'fridays', 'july', 'see', 'home', 'shop', 'home', 'burrow', 'nomad', 'velvet', 'sofa', 'joss', 'main', 'freer', 'dining', 'etsy', 'round', 'wood', 'coffee', 'mustard', 'made', 'midi', 'locker', 'lumens', 'xavier', 'wall', 'lumens', 'voliere', 'pendant', 'mathieu', 'crate', 'barrel', 'andre', 'etsy', 'natural', 'rope', 'cumberland', 'elm', 'sculptural', 'geo', 'crate', 'barrel', 'cane', 'white', 'ceramic', 'etsy', 'authentic', 'checkered', 'moroccan', 'etsy', 'élitis', 'embroidered', 'farrow', 'ball', 'wimborne', 'white', 'pottery', 'barn', 'artisan', 'handcrafted', 'footed', 'banana', 'republic', 'fine', 'linen', 'duvet', 'place', 'perfect', 'etsy', 'draped', 'cloth', 'liberty', 'london', 'astier', 'de', 'villatte', 'sobre', 'etsy', 'mother', 'daughter', 'tusk', 'sparklers', 'buy', 'something', 'retail', 'earn', 'affiliate', 'design', 'zames', 'colin', 'stief', 'general', 'assembly', 'cyrielle', 'white', 'light', 'acrylic', 'paint', 'x', 'jasia', 'kaulbach', 'director', 'eric', 'brouse', 'william', 'long', 'senior', 'vara', 'reese', 'line', 'joseph', 'buscemi', 'associate', 'brandon', 'fuhr', 'production', 'melissa', 'heber', 'production', 'fernando', 'davila', 'camera', 'cloud', 'corredor', 'gabe', 'quiroga', 'production', 'francis', 'stylist', 'colin', 'elizabeth', 'eliza', 'yerry', 'hair', 'renato', 'herr', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'supervising', 'christina', 'mankellow', 'andy', 'morell', 'eid', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
qNthtD7KmiA,Inside SNL Star Chloe Fineman’s Paris-Inspired New York Home | Open Door | Architectural Digest,"['today', 'ad', 'welcomed', 'new', 'york', 'city', 'look', 'inside', 'saturday', 'night', 'star', 'first', 'fell', 'love', 'village', 'apartment', 'filming', 'job', 'meant', 'month', 'later', 'help', 'sister', 'designer', 'tali', 'dove', 'headfirst', 'space', 'opting', 'feminine', 'invites', 'luxurious', 'vibes', 'paris', 'cozy', 'rental', 'rich', 'fine', 'romantic', 'softness', 'compliments', 'original', 'exposed', 'brick', 'moldings', 'particular', 'charms', 'oven', 'primarily', 'used', 'store', 'cook', 'beginning', 'moved', 'got', 'scary', 'going', 'burn', 'apartment', 'oven', 'mostly', 'wig', 'see', 'home', 'shop', 'home', 'jake', 'arnold', 'signature', 'upholstered', 'jude', 'cotton', 'linen', 'duvet', 'jake', 'set', 'bedside', 'tables', 'jindrich', 'anthropologie', 'tamboured', 'media', 'soho', 'home', 'oxley', 'coffee', 'suspend', 'wood', 'soho', 'home', 'dabney', 'coffee', 'soho', 'home', 'rosa', 'ceramic', 'table', 'soho', 'home', 'facet', 'table', 'ellery', 'floor', 'lamp', 'jake', 'dalton', 'brown', 'suede', 'metal', 'dome', 'lamp', 'jake', 'design', 'within', 'timberline', 'floor', 'wayfair', 'writzer', 'table', 'hay', 'rice', 'paper', 'etsy', 'tribal', 'wool', 'moroccan', 'target', 'safavieh', 'anatolia', 'hand', 'tufted', 'farrow', 'ball', 'jitney', 'farrow', 'ball', 'anthropologie', 'rainbow', 'set', 'etsy', 'antique', 'pesce', 'indian', 'summer', 'lulu', 'georgia', 'orb', 'candelabra', 'sherman', 'elm', 'harrods', 'house', 'hackney', 'tiger', 'buy', 'something', 'retail', 'earn', 'affiliate', 'alice', 'roth', 'director', 'ben', 'dewey', 'tristen', 'rogers', 'chase', 'lewis', 'senior', 'alyssa', 'marino', 'line', 'joseph', 'buscemi', 'associate', 'brandon', 'fuhr', 'production', 'melissa', 'heber', 'production', 'fernando', 'davila', 'camera', 'berger', 'brett', 'van', 'deusen', 'production', 'coppola', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'supervising', 'christina', 'erica', 'dillman', 'andy', 'morell', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
5WH-PSs9hI8,Inside RuPaul’s Fabulous Beverly Hills Mansion | Open Door | Architectural Digest,"['today', 'architectural', 'digest', 'welcomed', 'tour', 'dazzling', 'beverly', 'star', 'husband', 'georges', 'lebar', 'acquired', 'home', 'enlisted', 'esteemed', 'designer', 'martyn', 'lawrence', 'bullard', 'architect', 'christopher', 'hatch', 'mclean', 'help', 'bring', 'palazzo', 'together', 'transformed', 'property', 'enchanting', 'homage', 'old', 'hollywood', 'injecting', 'glamor', 'regency', 'bursting', 'color', 'wanted', 'design', 'home', 'evoke', 'joy', 'step', 'inside', 'doors', 'house', 'touchstone', 'remind', 'inspire', 'people', 'feel', 'magic', 'seemingly', 'elusive', 'meant', 'whimsical', 'none', 'taken', 'love', 'see', 'home', 'shop', 'home', 'etsy', 'vintage', 'landscape', 'etsy', 'black', 'white', 'stripe', 'etsy', 'leopard', 'amazon', 'disco', 'etsy', 'donna', 'summer', 'cat', 'eye', 'etsy', 'diana', 'ross', 'canvas', 'etsy', 'glass', 'mannequin', 'etsy', 'chevron', 'rejuvenation', 'large', 'antique', 'terracotta', 'neiman', 'marcus', 'les', 'ottomans', 'ikat', 'gold', 'wine', 'neiman', 'marcus', 'les', 'ottomans', 'ikat', 'gold', 'tumbler', 'etsy', 'snake', 'napkin', 'moro', 'head', 'lady', 'amazon', 'resin', 'etsy', 'large', 'marble', 'serving', 'etsy', 'malachite', 'kuo', 'home', 'regency', 'lacquer', 'louis', 'xv', 'etsy', 'louis', 'xv', 'noir', 'lumens', 'hexsation', 'pendant', 'martyn', 'lawrence', 'kuo', 'home', 'saura', 'coastal', 'beach', 'leaf', 'soho', 'home', 'treviso', 'pair', 'chocolate', 'honeycomb', 'lamps', 'gerald', 'buy', 'something', 'retail', 'earn', 'affiliate', 'hiatt', 'woods', 'director', 'grant', 'bell', 'alex', 'mechanik', 'chase', 'lewis', 'line', 'buscemi', 'associate', 'production', 'peter', 'brunette', 'talent', 'dana', 'mathews', 'camera', 'malcolm', 'cook', 'cassiano', 'pereira', 'production', 'fernando', 'barajas', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'supervising', 'christina', 'mankellow', 'junior', 'tael', 'symonds', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
